USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
537450,99999,APPROXIMATE LOCALE,CH,,,+37.467,+109.583,+0000.0,19731004,20020923
537530,99999,BOGUS CHINESE,CH,,,+37.833,+110.833,+0914.0,19740613,19840904
537540,99999,SUIDE,CH,,,+37.467,+110.250,+0900.0,19620302,19970514
537570,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740430,19840218
537630,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19731004,20030924
537640,99999,LISHI,CH,,,+37.500,+111.100,+0951.0,19570601,20230630
537720,99999,WUSU,CH,,ZBYN,+37.747,+112.628,+0784.9,19560820,20230630
537760,99999,YU-CI (?),CH,,,+37.700,+112.717,+0823.0,19740422,20011111
537820,99999,YANGQUAN,CH,,,+37.817,+113.567,+0908.0,19570601,19971231
537870,99999,YUSHE,CH,,,+37.067,+112.983,+1042.0,19570601,20230630
537880,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740423,20020422
537970,99999,BOGUS CHINESE,CH,,,,,,19801002,20011222
537980,99999,XINGTAI,CH,,,+37.183,+114.367,+0184.0,19570601,20230630
537981,99999,HANDAN/HEIBEI,CH,,ZBHD,+36.533,+114.433,+0069.8,20120116,20140715
538050,99999,HAI-YUAN,CH,,,+36.567,+105.650,+1850.0,19740613,20020224
538100,99999,QI-YING,CH,,,+36.550,+106.150,+1615.0,19610103,19970514
538170,99999,GUYUAN,CH,,,+36.017,+106.283,+1676.0,19600101,19970514
538180,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740421,19850411
538210,99999,HUNG-TE,CH,,,+36.767,+107.200,+1322.0,19610103,19971231
538230,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19731008,20020614
538450,99999,YAN AN,CH,,ZLYA,+36.600,+109.500,+0959.0,19560820,20230630
538530,99999,XI-XIAN,CH,,,+36.700,+110.933,+1006.0,19610801,19971231
538630,99999,JIEXIU,CH,,,+37.033,+111.917,+0745.0,19560820,20230630
538650,99999,BOGUS CHINESE,CH,,,,,,19840204,19860124
538660,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19731115,20200620
538680,99999,CANYU NORTHEAST,CH,,,+36.150,+111.450,+0462.0,19560820,19611031
538870,99999,CHANG-ZHI,CH,,,+36.200,+113.117,+0975.0,19560820,20041117
538920,99999,YONGNIAN NORTHWEST,CH,,,+36.800,+114.450,+0060.0,19560820,19570731
538980,99999,ANYANG,CH,,,+36.050,+114.133,+0195.7,19570601,20230630
539030,99999,XI-JI,CH,,,+35.967,+105.717,+1935.0,19620302,19970609
539130,99999,BOGUS CHINESE,CH,,,,,,19890611,20020929
539150,99999,PINGLIANG,CH,,,+35.550,+106.667,+1348.0,19560820,20230630
539230,99999,XIFENGZHEN,CH,,,+35.733,+107.633,+1423.0,19560820,20230630
539290,99999,CHANG-WU,CH,,,+35.217,+107.800,+1219.0,19801001,19971231
539380,99999,CHIU-PO-TOU NW,CH,,,+35.283,+108.300,+1219.0,19740601,19741025
539420,99999,LUO-CHUAN,CH,,,+35.750,+109.417,+1000.0,19570601,19970728
539450,99999,HUANG-LONG,CH,,,+00.000,+000.000,-0999.0,19740519,20020613
539470,99999,TONGCHUAN,CH,,,+35.167,+109.050,+0914.0,19560820,19971231
539480,99999,BOGUS CHINESE,CH,,,,,,19801002,19850311
539590,99999,YUNCHENG,CH,,,+35.117,+111.067,+0376.5,19560820,20230630
539750,99999,YANGCHENG,CH,,,+35.483,+112.400,+0659.0,19610801,20230630
539850,99999,SHEN-CHUANG,CH,,,+00.000,+000.000,-0999.0,19731110,20020603
539860,99999,GUGUZHAI NW,CH,,,+35.250,+113.950,+0072.0,19560820,19611031
539950,99999,HUAXIANCHENG NE,CH,,,+35.583,+114.550,+0062.0,19731111,19760103
540010,99999,TAI-LE-MIN-SU-MU,CH,,,+44.900,+115.417,+1143.0,19900401,19950919
540120,99999,XI UJIMQIN QI,CH,,,+44.583,+117.600,+0997.0,19560820,20230630
540160,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801002,20020521
540170,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801001,20030311
540260,99999,JARUD QI,CH,,,+44.567,+120.900,+0266.0,19560820,20230630
540270,99999,LINDONG,CH,,,+43.983,+119.400,+0485.0,19560820,20230630
540280,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740101,20020413
540410,99999,KAITONG/TONGYU,CH,,,+44.800,+123.083,+0152.0,19570601,20070727
540490,99999,CHANGLING,CH,,,+44.250,+123.967,+0190.0,19560820,20230630
540630,99999,WU-CHAI-CHAN,CH,,,+44.967,+125.683,+0240.0,19570601,20070727
540680,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19731108,20020313
540740,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801001,19821126
540800,99999,SHAHEZI SE,CH,,,+44.483,+127.600,+0249.0,19571201,19590831
540940,99999,MUDANJIANG,CH,,,+44.500,+129.667,+0306.5,19560820,20230630
540960,99999,SUIFENHE,CH,,,+44.383,+131.150,+0498.0,19560820,20230630
540970,99999,MUDANJIANG NORTH,CH,,,+44.133,+129.217,+0282.0,19570601,19590831
541020,99999,XILIN HOT,CH,,,+43.950,+116.117,+1004.0,19560820,20230630
541150,99999,LINXI,CH,,,+43.633,+118.033,+0825.4,19560820,20230630
541250,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801007,20020609
541340,99999,KAILU,CH,,,+43.617,+121.317,+0274.0,19570601,19971231
541350,99999,TONGLIAO,CH,,,+43.600,+122.267,+0180.0,19560820,20230630
541420,99999,WO-HU-TUN,CH,,,+43.700,+123.600,+0183.0,19570601,19971231
541450,99999,CHENG-CHIZ-T'UN,CH,,,+43.500,+123.500,+0183.0,19800402,20011114
541570,99999,SIPING,CH,,,+43.183,+124.333,+0167.0,19560820,20230630
541580,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801003,20020411
541610,99999,LONGJIA,CH,,ZYCC,+43.996,+125.681,+0215.2,19560820,20230630
541611,99999,TAIPING,CH,,ZYHB,+45.623,+126.250,+0139.3,20040713,20230630
541720,99999,JILIN,CH,,,+43.850,+126.550,+0188.0,19570601,19971228
541810,99999,JIAOHE SOUTH,CH,,,+43.717,+127.150,+0275.0,19560820,19611031
541860,99999,DUNHUA,CH,,,+43.367,+128.200,+0525.0,19570601,20230630
541920,99999,LUO-ZI-GOU,CH,,,+43.717,+130.317,+0500.0,19571201,20011225
541950,99999,WANG-CH'ING,CH,,,+43.317,+129.750,+0244.0,19890101,20070727
542070,99999,NAN-JUAN-ZI,CH,,,+42.300,+115.683,+1524.0,19740426,20030130
542080,99999,DUOLUN,CH,,,+42.183,+116.467,+1247.0,19560820,20230630
542130,99999,WUDAN/ONGNIUD QI,CH,,,+42.967,+119.033,+0634.0,19570601,19971213
542180,99999,CHIFENG,CH,,,+42.300,+118.833,+0567.0,19560820,20230630
542260,99999,BUGT,CH,,,+42.333,+120.700,+0401.0,19570601,20230630
542350,99999,HA-ERH-T'AO,CH,,,+42.500,+122.133,+0183.0,19731006,20021121
542360,99999,ZHANGWU,CH,,,+42.417,+122.533,+0084.0,19560820,20230630
542370,99999,FUXIN,CH,,,+42.000,+121.633,+0182.0,19570601,19971231
542590,99999,QINGYUAN,CH,,,+42.067,+124.867,+0230.0,19570601,20230630
542660,99999,MEIHEKOU WEST,CH,,,+42.517,+125.633,+0326.0,19560820,19611031
542730,99999,HUADIAN,CH,,,+42.983,+126.750,+0264.0,19570601,20230630
542740,99999,HUI-NAN-ZHEN,CH,,,+00.000,+000.000,-0999.0,19800418,20020429
542760,99999,JING-YU,CH,,,+00.000,+000.000,-0999.0,19570601,20020826
542840,99999,FUSONG,CH,,,+42.333,+127.283,+0610.0,19610801,19971231
542850,99999,LUSHUIHE,CH,,,+42.517,+127.800,+0853.0,19580101,20070727
542870,99999,SONGJIANGHE,CH,,,+42.167,+127.500,+0975.0,19610801,19971022
542920,99999,YANJI,CH,,,+42.883,+129.500,+0178.0,19560820,20230630
543080,99999,FENGNING,CH,,,+41.200,+116.633,+0661.0,19570601,20230630
543110,99999,WEICHANG,CH,,,+41.933,+117.750,+0844.0,19560820,20230630
543240,99999,CHAOYANG,CH,,,+41.550,+120.450,+0176.0,19570302,20230630
543260,99999,CHAOYANG AIRFIELD,CH,,,+41.583,+120.433,+0152.0,19570601,20020603
543350,99999,GOUBANGZI,CH,,,+41.383,+121.800,+0025.0,19570601,19971231
543360,99999,TAI-AN/SOUTHEAST,CH,,,+00.000,+000.000,-0999.0,19740304,20020414
543370,99999,JINZHOU,CH,,,+41.133,+121.117,+0070.0,19560820,20230630
543380,99999,PAN-SHAN,CH,,,+00.000,+000.000,-0999.0,19740910,20151103
543390,99999,ANSHAN,CH,,,+41.133,+122.983,+0017.0,19570601,19971231
543420,99999,SHENYANG,CH,,ZYYY,+41.733,+123.517,+0043.0,19560820,20230630
543424,99999,TAOXIAN,CH,,ZYTX,+41.640,+123.483,+0060.4,19920701,20230630
543430,99999,FU-SHUN,CH,,,+00.000,+000.000,-0999.0,19740617,20030318
543460,99999,BENXI,CH,,,+41.317,+123.783,+0185.0,19570601,20230630
543510,99999,DA-HUO-FANG,CH,,,+41.883,+124.083,+0273.0,19610801,19971231
543630,99999,TONGHUA,CH,,,+41.717,+125.917,+0312.0,19570601,19971231
543650,99999,HUANREN,CH,,,+41.267,+125.367,+0204.0,19570601,19971231
543740,99999,LINJIANG,CH,,,+41.800,+126.917,+0381.0,19570401,20230630
543770,99999,JI'AN,CH,,,+41.150,+126.217,+0225.0,19560820,20230630
543780,99999,CHING-ZHI (?),CH,,,+00.000,+000.000,-0999.0,19800702,20020604
543860,99999,CHANGBAI,CH,,,+41.417,+128.183,+0775.0,19570601,20230630
544010,99999,ZHANGJIAKOU,CH,,,+40.783,+114.883,+0726.0,19560820,20230630
544050,99999,HUAILAI,CH,,,+40.417,+115.500,+0538.0,19560820,20230630
544060,99999,YEN-CHING /YEN-KING,CH,,,+40.467,+115.933,,19610110,19610228
544230,99999,CHENGDE,CH,,,+40.967,+117.917,+0423.0,19560820,20230630
544290,99999,ZUNHUA,CH,,,+40.200,+117.967,+0152.0,19570601,19971231
544360,99999,QINGLONG,CH,,,+40.400,+118.950,+0228.0,19570602,20230630
544490,99999,SHAN-HAI-GUAN,CH,,,+40.000,+119.750,+0027.0,19560820,19811228
544540,99999,SUIZHONG,CH,,,+40.350,+120.350,+0018.0,19730101,19971231
544550,99999,SHAHOUSUO,CH,,,+40.484,+120.567,+0010.0,19570601,19631231
544710,99999,YINGKOU,CH,,,+40.667,+122.200,+0004.0,19560820,20230630
544740,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801002,20020119
544760,99999,BAIYANGGOU NW,CH,,,+40.350,+122.750,+0280.0,19570601,19590831
544770,99999,XIONG-YUE-CHENG,CH,,,+40.167,+122.133,+0001.0,19740503,20020717
544830,99999,CAOHEKOU,CH,,,+40.883,+123.900,+0235.0,19560820,19900414
544860,99999,SITAIZI,CH,,,+40.467,+123.967,+0126.0,19570601,19590831
544930,99999,KUANDIAN,CH,,,+40.717,+124.783,+0261.0,19560820,20230630
544970,99999,DANDONG,CH,,,+40.050,+124.333,+0014.0,19560820,20230630
544980,99999,APPROXIMATE LOCALE,CH,,,+40.117,+124.333,+0000.0,19731115,20020605
545010,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801005,20021201
545110,99999,BEIJING - CAPITAL INTERNATIONAL AIRPORT,CH,,ZBAA,+40.080,+116.585,+0035.4,19451031,20230630
545120,99999,BEI-JING/NAN-YUAN,CH,,,+39.783,+116.383,+0040.0,19800701,20020209
545130,99999,BEI-JING/TONG-XIAN,CH,,,+39.817,+116.700,+0021.0,19800703,20010725
545170,99999,TS AN KANG,CH,,,+00.000,+000.000,-0999.0,19800707,20020619
545180,99999,BAXIAN,CH,,,+39.050,+116.400,+0008.0,19570601,19971231
545230,99999,YU-TIAN,CH,,,+00.000,+000.000,-0999.0,19740424,20011011
545270,99999,TIANJIN,CH,,,+39.100,+117.167,+0005.0,19560820,20230630
545273,99999,BINHAI,CH,,ZBTJ,+39.124,+117.346,+0003.0,19811125,20230630
545280,99999,TIAN-JIN/ZHANG-GUI,CH,,,+39.133,+117.350,+0003.0,19800702,20020911
545290,99999,CHAI-SHANG,CH,,,+00.000,+000.000,-0999.0,19731130,20020521
545340,99999,TANGSHAN,CH,,,+39.650,+118.100,+0029.0,19560820,20230630
545390,99999,LETING,CH,,,+39.433,+118.900,+0012.0,19570601,20230630
545430,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740425,20020313
545630,99999,FUXIAN/WAFANGDIAN,CH,,,+39.633,+121.983,+0017.0,19570601,19971231
545640,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740421,20020207
545750,99999,CHENGZITAN,CH,,,+39.500,+122.500,+0017.0,19570601,19590831
545770,99999,LU-DA/ZHENG-SHA-HE,CH,,,+39.267,+122.083,+0031.0,19800403,20191211
545840,99999,SHISHAN NORTHEAST,CH,,,+39.717,+123.067,+0017.0,19560820,19611031
545870,99999,HAIYANG DAO,CH,,,+39.050,+123.217,-0999.9,19570801,19971231
546020,99999,BAODING,CH,,,+38.733,+115.483,+0017.0,19560820,20230630
546060,99999,SUNING,CH,,,+38.433,+115.833,+0015.0,19570601,19590831
546140,99999,HE-JIAN,CH,,,+00.000,+000.000,-0999.0,19800403,20011222
546160,99999,CANGZHOU,CH,,,+38.333,+116.833,+0011.0,19560820,20011024
546180,99999,POTOU,CH,,,+38.083,+116.550,+0013.0,19971201,20230630
546230,99999,TANGGU,CH,,,+39.017,+117.600,+0004.0,19570601,19971231
546240,99999,HUANGHUA,CH,,,+38.383,+117.350,+0004.0,19620402,19971231
546250,99999,QI-KOU,CH,,,+00.000,+000.000,-0999.0,19570601,20020510
546260,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801002,19850106
546350,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801001,20011013
546430,99999,MOORED VESSEL,CH,,,+38.967,+119.950,+0006.0,19860501,19931229
546460,99999,MOORED VESSEL,CH,,,+38.350,+119.683,+0006.0,19881001,19971231
546530,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801001,20020105
546560,99999,TUOJI ISLAND,CH,,,+38.167,+120.783,+0059.0,19570601,20020811
546620,99999,ZHOUSHUIZI,CH,,ZYTL,+38.966,+121.539,+0032.6,19560820,20230630
546630,99999,DA-SAN-SHAN ISLAND,CH,,,+38.883,+121.817,+0161.0,19800714,20020212
546800,99999,BOGUS CHINESE,CH,,,,,,19801001,19851228
547020,99999,WANG CHIA CHING,CH,,,+00.000,+000.000,-0999.0,19800703,20030403
547050,99999,NANGONG,CH,,,+37.367,+115.383,+0042.0,19610801,19971231
547070,99999,GUANG-ZUNG (?),CH,,,+00.000,+000.000,-0999.0,19740504,19820419
547130,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801005,20060916
547140,99999,DEZHOU,CH,,,+37.433,+116.317,+0022.0,19560820,20020212
547150,99999,LINGXIAN,CH,,,+37.333,+116.567,+0019.0,19800701,20230630
547160,99999,LING HSIEN,CH,,,+00.000,+000.000,-0999.0,19740422,20020909
547230,99999,ZHAN-CHENG,CH,,,+00.000,+000.000,-0999.0,19731101,20020420
547250,99999,HUIMIN,CH,,,+37.500,+117.533,+0012.0,19560820,20230630
547260,99999,BIN-XIAN,CH,,,+00.000,+000.000,-0999.0,19731004,20020829
547360,99999,YONGAN,CH,,,+37.550,+118.733,+0006.0,19570601,19971231
547430,99999,NAME UNKNOWN,CH,,,+00.000,+000.000,-0999.0,19731005,20020801
547450,99999,CANG-SHANG,CH,,,+37.367,+119.900,+0001.0,19740426,19840408
547510,99999,CHANG DAO,CH,,,+37.933,+120.717,+0040.0,19860501,20230630
547530,99999,LONGKOU,CH,,,+37.617,+120.317,+0005.0,19570601,20230630
547560,99999,DA-XIN-DIAN,CH,,,+37.617,+120.900,+0100.0,19740426,20140503
547570,99999,APPROXIMATE LOCATIO,CH,,,+37.167,+120.167,+0000.0,19770801,20090621
547580,99999,LAI-YANG AFLD (?),CH,,,+36.967,+120.583,+0072.0,19740504,20020709
547630,99999,YANTAI,CH,,,+37.550,+121.400,+0025.0,19731108,20020520
547640,99999,FU-SHAN (?),CH,,,+00.000,+000.000,-0999.0,19731109,20020605
547650,99999,YANTAI NORTHEAST,CH,,,+37.550,+121.367,+0012.0,19560820,19611031
547720,99999,BOGUS CHINESE,CH,,,,,,19801004,20040628
547730,99999,BOGUS CHINESE,CH,,,,,,19801005,20020317
547740,99999,WEIHAI,CH,,,+37.450,+122.033,+0061.0,19570601,19971231
547760,99999,CHENGSHANTOU,CH,,,+37.400,+122.683,+0047.0,19570601,20230630
547900,99999,BOGUS CHINESE,CH,,,,,,19891001,19920529
548080,99999,XINXIAN,CH,,,+36.233,+115.667,+0038.0,19570601,20230630
548230,99999,JINAN/TSINAN,CH,,ZSTN,+36.683,+116.983,+0058.0,19560820,20230630
548260,99999,TAI SHAN,CH,,,+36.250,+117.100,+1536.0,19560820,20230630
548270,99999,TAI-AN,CH,,,+36.183,+117.133,+0155.0,19570601,20020413
548300,99999,LIN-ZI,CH,,,+36.867,+118.333,+0055.0,19570602,19971107
548360,99999,YIYUAN,CH,,,+36.183,+118.150,+0302.0,19610701,20230630
548430,99999,WEIFANG,CH,,,+36.767,+119.183,+0022.0,19560820,20230630
548460,99999,GAO-MI (?),CH,,,+36.383,+119.733,+0038.0,19800704,20011027
548520,99999,LAIYANG,CH,,,+36.983,+120.650,+0072.0,19570601,19971231
548525,99999,NANTONG,CH,,ZSNT,+32.020,+120.850,+0006.0,20050703,20200529
548530,99999,NANWU,CH,,,+00.000,+000.000,-0999.0,19731004,20020628
548570,99999,LIUTING,CH,,ZSQD,+36.266,+120.374,+0010.1,19560820,20230630
548580,99999,CANG-KOU,CH,,,+36.167,+120.367,+0010.0,19731110,20040126
548630,99999,HAIYANG,CH,,,+36.767,+121.167,+0064.0,19570601,20230630
548680,99999,QIAN-LI ISLAND,CH,,,+36.267,+121.383,+0018.0,19610801,20030211
548710,99999,SHIDAO,CH,,,+36.883,+122.417,+0079.0,19560820,19611031
548970,99999,BOGUS CHINESE,CH,,,,,,19860604,20020808
549060,99999,HEZE/CAOZHOU,CH,,,+35.250,+115.433,+0051.0,19560820,19970801
549070,99999,DING-TAO,CH,,,+35.067,+115.567,+0000.0,19800401,19820428
549090,99999,DINGTAO,CH,,,+35.083,+115.517,+0051.0,19950401,20230630
549150,99999,JI-NING,CH,,,+00.000,+000.000,-0999.0,19790702,20020713
549160,99999,YANZHOU,CH,,,+35.567,+116.850,+0053.0,19560820,20230630
549230,99999,MENG YIN,CH,,,+00.000,+000.000,-0999.0,19800706,20020617
549290,99999,FEZXZAN,CH,,,+35.250,+117.950,+0120.0,19980301,20230630
549360,99999,JUXIAN,CH,,,+35.550,+118.750,+0109.0,19570601,19971231
549380,99999,LINYI,CH,,,+35.050,+118.350,+0086.0,19570601,19971231
549450,99999,RIZHAO,CH,,,+35.433,+119.533,+0037.0,19570601,20230630
549460,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19800704,19831124
549480,99999,BOGUS CHINESE,CH,,,,,,19801003,20020615
549520,99999,FLASHING LIGHT,CH,,,+35.967,+120.483,+0025.0,19570601,20020609
552280,99999,SHIQUANHE,CH,,,+32.500,+080.083,+4280.0,19610701,20230630
552480,99999,LUMARINGBO,CH,,,+32.300,+084.050,+4420.0,19730313,19971231
552790,99999,BAINGOIN,CH,,,+31.367,+090.017,+4701.0,19570701,20230428
552940,99999,P'A-NA,CH,,,+32.267,+091.667,+4724.0,19801001,19971231
552990,99999,NAGQU,CH,,,+31.483,+092.067,+4508.0,19560820,20230630
553850,99999,BOGUS CHINESE,CH,,,+31.480,+092.060,-0999.0,20010717,20011008
554370,99999,T'U-KO-ERH-HO-KUNG,CH,,,+30.550,+081.433,+4736.0,19730313,19971231
554720,99999,XAINZA,CH,,,+30.950,+088.633,+4670.0,19600307,20230428
554880,99999,DEQEN SOUTH,CH,,,+30.333,+090.083,+5304.0,19591210,19620630
554930,99999,ZHA-TE-KE-TANG,CH,,,+30.733,+092.450,+4724.0,19630101,19971231
555690,99999,LHAZE,CH,,,+29.067,+087.683,+4237.0,19801001,19971231
555780,99999,XIGAZE,CH,,,+29.250,+088.883,+3837.0,19570701,20230630
555850,99999,BOGUS CHINESE,CH,,,+29.500,+090.250,-0999.0,19801027,19971231
555910,99999,LHASA,CH,,ZULS,+29.667,+091.133,+3650.0,19560820,20230630
555980,99999,NEDONG,CH,,,+29.233,+091.767,+3657.0,19591209,19971231
556560,99999,YALEP,CH,,,+28.383,+086.150,+5181.0,19800902,20020607
556640,99999,TINGRI,CH,,,+28.633,+087.083,+4300.0,19591210,20230630
556800,99999,GYANGZE,CH,,,+29.000,+089.633,+3657.0,19591209,19971231
556900,99999,CHE-KU,CH,,,+28.700,+091.633,+4336.0,19870311,19971231
556960,99999,LHUNZE,CH,,,+28.417,+092.467,+3861.0,19591209,20230428
557730,99999,PAGRI,CH,,,+27.733,+089.083,+4300.0,19560820,20230630
558210,99999,BOGUS CHINESE,CH,,,,,,19850301,19860921
560040,99999,TUOTUOHE,CH,,,+34.217,+092.433,+4535.0,19570701,20230630
560070,99999,AMDO NORTHEAST,CH,,,+33.417,+092.833,+4648.0,19591209,19620331
560160,99999,BIE-LI-XI-DU,CH,,,+34.100,+095.033,+4785.0,19730101,20030305
560180,99999,ZADOI,CH,,,+32.900,+095.300,+4068.0,19570701,20230630
560190,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801001,20050522
560210,99999,QUMARLEB,CH,,,+34.133,+095.783,+4176.0,19570701,20230630
560230,99999,NAME/LOCATION UNKN,CH,,,+00.000,+000.000,-0999.0,19801001,19820330
560260,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801005,20020308
560280,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801009,20061017
560290,99999,YUSHU,CH,,,+33.017,+096.950,+3682.0,19560820,20230630
560295,99999,YUSHU BATANG AIRPORT,CH,,ZLYS,+32.817,+097.133,+3890.0,20100415,20150310
560310,99999,APPROXIMATE LOCALE,CH,,,+34.833,+097.467,+0000.0,19740809,20011017
560330,99999,MADOI,CH,,,+34.917,+098.217,+4273.0,19560820,20230630
560340,99999,QINGSHUI-HE,CH,,,+33.800,+097.133,+4419.0,19570701,19971231
560360,99999,CANG-DUO (?),CH,,,+00.000,+000.000,-0999.0,19731005,20020311
560380,99999,SHIQU,CH,,,+32.983,+098.100,+4114.0,19601001,19971231
560410,99999,UNKNOWN,CH,,,+34.500,+098.883,+4175.0,19600102,19971121
560420,99999,BOGUS CHINESE,CH,,,,,,19830705,19860420
560430,99999,BOGUS CHINESE,CH,,,,,,19910101,19970514
560440,99999,BOGUS CHINESE,CH,,,,,,19830728,20010921
560460,99999,DARLAG,CH,,,+33.750,+099.650,+3968.0,19560820,20230630
560570,99999,BOGUS CHINESE,CH,,,,,,19831201,19851123
560650,99999,HENAN,CH,,,+34.733,+101.600,+3501.0,19610901,20230630
560670,99999,JIGZHI,CH,,,+33.467,+101.483,+3350.0,19600706,19971231
560690,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801001,20020814
560700,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19740504,20031203
560740,99999,GA-HAI,CH,,,+34.200,+102.300,+3109.0,19890101,19970514
560750,99999,LANG-MU-SI,CH,,,+34.100,+102.617,+3565.0,19570630,20020704
560760,99999,XAGDOMBA EAST,CH,,,+34.100,+102.900,+3330.0,19740518,19741025
560790,99999,RUO'ERGAI,CH,,,+33.583,+102.967,+3441.0,19591209,20230630
560800,99999,HEZUO,CH,,,+35.000,+102.900,+2910.0,19580506,20230630
560850,99999,DENGKAGOIN,CH,,,+34.040,+103.333,+3166.0,19731005,19740924
560860,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801006,19850321
560890,99999,BAI-GU-SI,CH,,,+00.000,+000.000,-0999.0,19730102,20020713
560900,99999,BOGUS CHINESE,CH,,,,,,19801001,19850322
560930,99999,WU-SHAN,CH,,,+34.717,+104.883,+1371.0,19560820,19971231
560960,99999,WUDU,CH,,,+33.400,+104.917,+1079.0,19560820,20230630
560970,99999,YUNG-FENG-HSIANG N,CH,,,+33.033,+104.117,+2712.0,19591209,19610327
561060,99999,SOG XIAN,CH,,,+31.883,+093.783,+4024.0,19570701,20230428
561070,99999,TANGGO WEST,CH,,,+31.550,+092.867,+4185.0,19731108,19740920
561160,99999,DENGQEN,CH,,,+31.417,+095.600,+3874.0,19560820,20230630
561250,99999,NANGQEN,CH,,,+32.250,+096.217,+4145.0,19591203,20210613
561260,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801002,19841215
561270,99999,BOGUS CHINESE,CH,,,+00.000,+000.000,-0999.0,19801001,20011203
561320,99999,GAO-RIK,CH,,,+32.500,+097.933,+3657.0,19591209,20220314
561370,99999,QAMDO,CH,,,+31.150,+097.167,+3307.0,19560820,20230630
561380,99999,QING-NI-DONG (?),CH,,,+00.000,+000.000,-0999.0,19731005,20020529
561430,99999,DARCANG WEST,CH,,,+32.783,+099.917,+4147.0,19600201,19610227
561440,99999,DEGE,CH,,,+31.733,+098.567,+3201.0,19570701,20230630
561460,99999,GARZE,CH,,,+31.617,+100.000,+3394.0,19560820,20230630
561470,99999,CHUN-LUO-SI,CH,,,+00.000,+000.000,-0999.0,19740422,20020127
561510,99999,LUO-XUE,CH,,,+32.567,+100.583,+3505.0,19730101,19971107
561520,99999,SERTAR,CH,,,+32.283,+100.333,+3896.0,19610105,20230630
561560,99999,BOGUS CHINESE,CH,,,,,,19801001,20020815
561570,99999,BOGUS CHINESE,CH,,,,,,19801005,20020521
561670,99999,DAWU,CH,,,+30.983,+101.117,+2959.0,19790701,20230630
561710,99999,A-BA,CH,,,+32.917,+101.700,+3170.0,19570701,20020717
561720,99999,BARKAM,CH,,,+31.900,+102.233,+2666.0,19560820,20230630
561730,99999,MA-TANG,CH,,,+31.850,+102.700,+3422.0,19730101,19971231
561780,99999,XIAO-JIN,CH,,,+31.017,+102.367,+2426.0,19560820,19971231
561820,99999,SONGPAN,CH,,,+32.667,+103.600,+2882.5,19560820,20230630
561830,99999,ZHENJIANGGUAN,CH,,,+32.333,+103.733,+2697.0,19560820,19750514
561870,99999,WENJIANG,CH,,,+30.750,+103.867,+0541.0,20050101,20230630
561880,99999,WENCHUAN,CH,,,+31.483,+103.583,+2042.0,19591209,19971231
561920,99999,BOGUS CHINESE,CH,,,,,,19801003,20020310
561930,99999,PINGWU,CH,,,+32.417,+104.517,+0894.0,19570701,19971231
561940,99999,BOGUS CHINESE,CH,,,,,,19801002,20020615
561960,99999,MIANYANG,CH,,,+31.450,+104.733,+0522.0,19591209,20230630
562020,99999,JIA-LI,CH,,,+30.783,+093.400,+4876.0,19591209,20120429
562270,99999,CHING-TO EAST,CH,,,+30.100,+095.783,+5108.0,19560820,19570531
562370,99999,BANG-DA,CH,,,+00.000,+000.000,-0999.0,19800701,19850907
562470,99999,BATANG,CH,,,+30.000,+099.100,+2589.0,19560820,20230630
562510,99999,XINLONG/NYAGRONG,CH,,,+30.967,+100.200,+3500.0,19591209,19971231
